*Energy (MeV/u)	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	2 - ATIMA 1.2  LS-theory (recommended for high energy)	3 - ATIMA 1.2  without LS-correction	4 - Range straggling - method [0] - LISE	5 - Range straggling - method [1] - Atima	6 - Lateral range - method [0] - LISE	7 - Lateral range - method [1] - Atima	8 - Lateral range - method [2] - PDG
0.001000	0.0870219 	0.0870219 	0.0722744 	0.0722744 	-	-	0.000167858	0.000278381	0.000135274
93.633957	52425.6   	52474.7   	52621     	52660.1   	433.38    	208.027   	144.931   	123.971   	142.539   
187.266914	176829    	177288    	177740    	177944    	1417.86   	657.27    	475.651   	396.392   	480.259   
280.899871	350910    	352353    	353673    	354151    	2709.86   	1253.39   	916.476   	761.025   	948.119   
374.532828	561868    	564801    	567466    	568312    	4172.92   	1948.11   	1423.7    	1186.72   	1505.94   
468.165785	801543    	805879    	810245    	811533    	5726.43   	2713.6    	1970.12   	1653.35   	2126.49   
561.798742	1.06415e+06	1.06944e+06	1.07573e+06	1.07752e+06	7320.24   	3531.49   	2538.32   	2147.33   	2790.8    
655.431699	1.34522e+06	1.35083e+06	1.35913e+06	1.36147e+06	8922.06   	4388.75   	3116.53   	2658.82   	3484.79   
749.064655	1.64122e+06	1.64648e+06	1.6568e+06	1.65974e+06	10511.6   	5277.13   	3696.9    	3180.74   	4198.1    
842.697612	1.94933e+06	1.95357e+06	1.96594e+06	1.9695e+06	12076.6   	6190.73   	4274.3    	3708.04   	4923.19   
936.330569	2.26737e+06	2.27e+06  	2.28443e+06	2.28864e+06	13609.3   	7124.95   	4845.2    	4236.98   	5654.41   
1029.963526	2.59342e+06	2.59394e+06	2.61054e+06	2.61542e+06	15105.5   	8076.84   	5407.4    	4764.87   	6387.57   
1123.596483	2.92588e+06	2.9239e+06	2.94286e+06	2.94842e+06	16563.4   	9044.39   	5959.52   	5289.75   	7119.53   
1217.229440	3.26346e+06	3.25874e+06	3.28029e+06	3.28655e+06	17981.4   	10024.8   	6500.6    	5810.08   	7847.84   
1310.862397	3.60507e+06	3.59744e+06	3.62194e+06	3.62891e+06	19360     	11017.1   	7030.16   	6324.82   	8570.71   
1404.495354	3.94971e+06	3.93916e+06	3.96704e+06	3.97472e+06	20700.1   	12020.4   	7548.15   	6833.29   	9286.96   
1498.128311	4.29659e+06	4.28319e+06	4.315e+06 	4.3234e+06	22002.7   	13034     	8054.53   	7334.96   	9995.58   
1591.761268	4.64503e+06	4.62896e+06	4.66532e+06	4.67444e+06	23268.9   	14057.2   	8549.38   	7829.43   	10695.8   
1685.394225	4.99441e+06	4.97593e+06	5.01755e+06	5.02739e+06	24500.4   	15089.6   	9033.03   	8316.54   	11387.3   
1779.027182	5.34421e+06	5.32369e+06	5.37137e+06	5.38194e+06	25697.3   	16130.9   	9505.36   	8795.9    	12069.4   
1872.660139	5.69398e+06	5.67184e+06	5.72639e+06	5.73772e+06	26863.2   	17179.9   	9967.37   	9267.93   	12742.4   
1966.293096	6.04334e+06	6.02008e+06	6.08243e+06	6.0945e+06	27998.8   	18236.2   	10419.2   	9732.49   	13406     
2059.926052	6.39185e+06	6.36808e+06	6.43933e+06	6.45215e+06	29102.3   	19300.5   	10860     	10188.8   	14059.1   
2153.559009	6.73938e+06	6.71568e+06	6.79677e+06	6.81033e+06	30181.2   	20371.5   	11292.3   	10638.5   	14703.8   
2247.191966	7.08562e+06	7.06264e+06	7.15466e+06	7.16896e+06	31233.8   	21449.9   	11715.4   	11081     	15339.3   
2340.824923	7.43036e+06	7.40879e+06	7.51287e+06	7.5279e+06	32261.4   	22535.7   	12129.8   	11516.5   	15965.6   
2434.457880	7.77341e+06	7.75398e+06	7.87129e+06	7.88706e+06	33265.2   	23628.7   	12535.8   	11945.1   	16582.9   
2528.090837	8.11459e+06	8.09807e+06	8.22982e+06	8.24632e+06	34246.3   	24728.4   	12933.6   	12366.9   	17191.3   
2621.723794	8.45377e+06	8.44095e+06	8.58838e+06	8.6056e+06	35205.6   	25834.7   	13323.6   	12782.1   	17791.1   
2715.356751	8.79082e+06	8.78252e+06	8.94688e+06	8.96482e+06	36144.2   	26947.4   	13706.1   	13190.9   	18382.4   
2808.989708	9.12564e+06	9.12269e+06	9.30527e+06	9.32393e+06	37063     	28066.4   	14081.4   	13593.5   	18965.3   
2902.622665	9.45813e+06	9.46138e+06	9.66349e+06	9.68287e+06	37962.8   	29191.6   	14449.9   	13989.9   	19540.1   
2996.255622	9.78812e+06	9.79846e+06	1.00215e+07	1.00416e+07	38843.7   	30323.1   	14811.3   	14380.2   	20106.6   
3089.888579	1.01143e+07	1.0133e+07	1.0379e+07	1.03999e+07	39698.4   	31463.9   	15163.1   	14761.7   	20661.3   
3183.521536	1.04402e+07	1.04675e+07	1.07366e+07	1.07581e+07	40551.9   	32605.2   	15514.5   	15142.8   	21215.5   
3277.154493	1.07617e+07	1.0799e+07	1.10935e+07	1.11158e+07	41377.6   	33757     	15855.5   	15514.3   	21756.8   
3370.787449	1.10821e+07	1.11298e+07	1.14504e+07	1.14733e+07	42197.3   	34911.2   	16194.3   	15883.8   	22295.3   
3464.420406	1.13986e+07	1.1458e+07	1.18066e+07	1.18303e+07	42995.7   	36074.1   	16525.1   	16245.8   	22823.6   
3558.053363	1.17134e+07	1.17851e+07	1.21627e+07	1.2187e+07	43784.4   	37241     	16852.3   	16604.4   	23347.3   
3651.686320	1.2025e+07	1.211e+07 	1.25182e+07	1.25433e+07	44557.4   	38414.9   	17173.5   	16957.3   	23863.2   
3745.319277	1.23341e+07	1.24332e+07	1.28733e+07	1.28991e+07	45317.7   	39594.6   	17490     	17305.6   	24372.8   
3838.952234	1.26407e+07	1.27548e+07	1.3228e+07	1.32545e+07	46067     	40779.5   	17802.4   	17649.9   	24877     
3932.585191	1.29439e+07	1.30741e+07	1.35822e+07	1.36094e+07	46801.1   	41971.8   	18108.9   	17988.6   	25373.4   
4026.218148	1.32455e+07	1.33922e+07	1.39361e+07	1.3964e+07	47528.4   	43167.5   	18412.9   	18324.7   	25866.2   
4119.851105	1.3543e+07	1.37076e+07	1.42892e+07	1.43179e+07	48238.3   	44372.3   	18710.3   	18654.2   	26350.1   
4213.484062	1.38396e+07	1.40223e+07	1.46423e+07	1.46716e+07	48945     	45578.9   	19006.4   	18982.5   	26832.3   
4307.117019	1.41314e+07	1.43337e+07	1.49944e+07	1.50245e+07	49632.4   	46795.9   	19295.3   	19303.5   	27304.3   
4400.749976	1.4423e+07	1.46451e+07	1.53466e+07	1.53774e+07	50319.8   	48013.1   	19584     	19624.4   	27776.3   
4494.382933	1.47091e+07	1.49525e+07	1.56978e+07	1.57292e+07	50986.4   	49242.3   	19864.9   	19937.3   	28237.1   
4588.015890	1.49951e+07	1.526e+07 	1.60489e+07	1.60811e+07	51653.1   	50471.5   	20145.8   	20250.2   	28697.9   
4681.648846	1.52762e+07	1.55641e+07	1.63992e+07	1.6432e+07	52302.9   	51711     	20420.2   	20556.5   	29149.5   
4775.281803	1.55567e+07	1.58676e+07	1.67493e+07	1.67829e+07	52950.2   	52952.1   	20693.7   	20861.7   	29599.8   
4868.914760	1.5833e+07	1.61683e+07	1.70987e+07	1.71329e+07	53584.2   	54201.7   	20962.1   	21161.7   	30042.6   
4962.547717	1.61079e+07	1.6468e+07	1.74478e+07	1.74827e+07	54213.4   	55454.4   	21228.6   	21459.8   	30482.8   
5056.180674	1.63792e+07	1.67652e+07	1.77962e+07	1.78318e+07	54831.3   	56714.9   	21490.8   	21753.2   	30916.6   
5149.813631	1.6648e+07	1.70606e+07	1.81442e+07	1.81804e+07	55441.6   	57980.5   	21750.1   	22043.6   	31346.1   
5243.446588	1.69168e+07	1.7356e+07	1.84922e+07	1.85291e+07	56051.9   	59246.1   	22009.4   	22334.1   	31775.6   
5337.079545	1.71795e+07	1.7647e+07	1.8839e+07	1.88766e+07	56644     	60524.8   	22261.8   	22617.1   	32194.7   
5430.712502	1.74417e+07	1.79377e+07	1.91857e+07	1.92239e+07	57234.7   	61804.5   	22513.6   	22899.5   	32613.1   
5524.345459	1.77014e+07	1.82267e+07	1.95319e+07	1.95708e+07	57818.6   	63089.5   	22762.8   	23179.1   	33027.5   
5617.978416	1.7954e+07	1.85106e+07	1.98768e+07	1.99163e+07	58382.9   	64389.7   	23004.5   	23450.6   	33430.4   
5711.611373	1.82067e+07	1.87945e+07	2.02216e+07	2.02619e+07	58947.2   	65689.8   	23246.2   	23722.1   	33833.4   
5805.244330	1.84593e+07	1.90784e+07	2.05665e+07	2.06074e+07	59511.5   	66990     	23487.9   	23993.6   	34236.4   
5898.877287	1.8712e+07	1.93622e+07	2.09113e+07	2.09529e+07	60075.8   	68290.2   	23729.6   	24265.1   	34639.3   
5992.510243	1.89646e+07	1.96461e+07	2.12562e+07	2.12984e+07	60640.1   	69590.4   	23971.3   	24536.6   	35042.3   
6086.143200	1.92061e+07	1.99219e+07	2.15989e+07	2.16417e+07	61175.5   	70915     	24202.1   	24796.1   	35428.2   
6179.776157	1.94466e+07	2.0197e+07	2.19413e+07	2.19849e+07	61708.5   	72241.8   	24431.9   	25054.4   	35812.6   
6273.409114	1.96871e+07	2.04722e+07	2.22838e+07	2.2328e+07	62241.5   	73568.5   	24661.7   	25312.8   	36197.1   
6367.042071	1.99276e+07	2.07473e+07	2.26263e+07	2.26711e+07	62774.5   	74895.3   	24891.4   	25571.2   	36581.5   
6460.675028	2.01681e+07	2.10224e+07	2.29688e+07	2.30142e+07	63307.4   	76222     	25121.2   	25829.5   	36965.9   
6554.307985	2.04019e+07	2.12926e+07	2.33099e+07	2.3356e+07	63824.5   	77563.8   	25345     	26081.2   	37340.8   
6647.940942	2.0631e+07	2.15594e+07	2.36501e+07	2.36969e+07	64330.2   	78916.3   	25564.5   	26327.9   	37708.8   
6741.573899	2.08601e+07	2.18261e+07	2.39903e+07	2.40377e+07	64835.8   	80268.9   	25783.9   	26574.7   	38076.8   
6835.206856	2.10892e+07	2.20929e+07	2.43305e+07	2.43785e+07	65341.4   	81621.5   	26003.4   	26821.5   	38444.7   
6928.839813	2.13183e+07	2.23596e+07	2.46707e+07	2.47194e+07	65847     	82974.1   	26222.9   	27068.2   	38812.7   
7022.472770	2.15448e+07	2.26245e+07	2.50104e+07	2.50597e+07	66346.9   	84332.6   	26440.1   	27312.5   	39177.1   
7116.105727	2.17632e+07	2.28833e+07	2.53484e+07	2.53983e+07	66828.4   	85710.3   	26650.6   	27548.9   	39530.4   
7209.738684	2.19816e+07	2.31421e+07	2.56864e+07	2.5737e+07	67310     	87087.9   	26861     	27785.4   	39883.7   
7303.371640	2.22e+07  	2.34009e+07	2.60244e+07	2.60756e+07	67791.5   	88465.5   	27071.4   	28021.8   	40236.9   
7397.004597	2.24184e+07	2.36597e+07	2.63625e+07	2.64143e+07	68273     	89843.1   	27281.8   	28258.2   	40590.2   
7490.637554	2.26368e+07	2.39185e+07	2.67005e+07	2.67529e+07	68754.5   	91220.7   	27492.3   	28494.6   	40943.4   
7584.270511	2.28461e+07	2.41705e+07	2.70366e+07	2.70897e+07	69216.8   	92620.4   	27695.5   	28722.8   	41284.8   
7677.903468	2.30545e+07	2.44217e+07	2.73726e+07	2.74263e+07	69676.9   	94022.5   	27898     	28950     	41624.9   
7771.536425	2.32629e+07	2.4673e+07	2.77086e+07	2.77629e+07	70137     	95424.6   	28100.5   	29177.2   	41965     
7865.169382	2.34712e+07	2.49243e+07	2.80445e+07	2.80995e+07	70597.2   	96826.7   	28303     	29404.4   	42305.1   
7958.802339	2.36796e+07	2.51755e+07	2.83805e+07	2.8436e+07	71057.3   	98228.9   	28505.5   	29631.6   	42645.1   
8052.435296	2.38827e+07	2.54228e+07	2.87153e+07	2.87715e+07	71506.7   	99644.3   	28704     	29854.1   	42978.6   
8146.068253	2.40817e+07	2.56669e+07	2.90493e+07	2.91061e+07	71947.6   	101070    	28899.5   	30073     	43306.8   
8239.701210	2.42806e+07	2.5911e+07	2.93833e+07	2.94407e+07	72388.6   	102496    	29095     	30291.9   	43635     
8333.334167	2.44796e+07	2.61551e+07	2.97173e+07	2.97753e+07	72829.6   	103922    	29290.4   	30510.8   	43963.1   
8426.967124	2.46786e+07	2.63992e+07	3.00513e+07	3.01099e+07	73270.5   	105348    	29485.9   	30729.8   	44291.3   
8520.600081	2.48756e+07	2.66418e+07	3.03849e+07	3.04441e+07	73707.7   	106779    	29680     	30947     	44617.2   
8614.233037	2.50658e+07	2.68791e+07	3.0717e+07	3.07769e+07	74131.5   	108227    	29869.2   	31158.5   	44934.6   
8707.865994	2.5256e+07	2.71164e+07	3.10491e+07	3.11096e+07	74555.2   	109675    	30058.5   	31369.9   	45252.1   
8801.498951	2.54462e+07	2.73538e+07	3.13813e+07	3.14423e+07	74979     	111123    	30247.7   	31581.3   	45569.5   
8895.131908	2.56364e+07	2.75911e+07	3.17134e+07	3.17751e+07	75402.7   	112572    	30436.9   	31792.8   	45887     
8988.764865	2.58266e+07	2.78284e+07	3.20456e+07	3.21078e+07	75826.5   	114020    	30626.2   	32004.2   	46204.4   
9082.397822	2.60095e+07	2.80601e+07	3.23761e+07	3.2439e+07	76236.5   	115487    	30810.5   	32209.7   	46513.3   
9176.030779	2.61914e+07	2.82909e+07	3.27065e+07	3.27699e+07	76644.7   	116957    	30994.2   	32414.4   	46821     
9269.663736	2.63734e+07	2.85218e+07	3.30369e+07	3.31009e+07	77052.8   	118427    	31177.8   	32619.1   	47128.8   
9363.296693	2.65553e+07	2.87527e+07	3.33672e+07	3.34318e+07	77461     	119897    	31361.5   	32823.8   	47436.5   
9456.929650	2.67373e+07	2.89836e+07	3.36976e+07	3.37628e+07	77869.1   	121367    	31545.2   	33028.4   	47744.2   
9550.562607	2.69151e+07	2.92112e+07	3.40271e+07	3.40928e+07	78269.6   	122849    	31726.2   	33229.8   	48047.1   
9644.195564	2.70893e+07	2.94359e+07	3.43558e+07	3.44221e+07	78663.6   	124340    	31904.9   	33428.4   	48345.9   
9737.828521	2.72635e+07	2.96607e+07	3.46844e+07	3.47513e+07	79057.5   	125832    	32083.5   	33626.9   	48644.8   
9831.461478	2.74378e+07	2.98855e+07	3.50131e+07	3.50806e+07	79451.5   	127323    	32262.2   	33825.4   	48943.6   
9925.094434	2.7612e+07	3.01102e+07	3.53418e+07	3.54098e+07	79845.4   	128814    	32440.9   	34024     	49242.5   
10018.727391	2.77841e+07	3.03333e+07	3.567e+07 	3.57386e+07	80235.6   	130312    	32618.3   	34220.9   	49538.9   
10112.360348	2.79477e+07	3.05495e+07	3.59963e+07	3.60655e+07	80610.6   	131836    	32790.4   	34411.3   	49825.9   
10205.993305	2.81112e+07	3.07657e+07	3.63226e+07	3.63924e+07	80985.5   	133359    	32962.6   	34601.7   	50112.9   
10299.626262	2.82748e+07	3.09819e+07	3.66489e+07	3.67192e+07	81360.5   	134883    	33134.7   	34792.1   	50399.9   
10393.259219	2.84384e+07	3.11981e+07	3.69752e+07	3.70461e+07	81735.4   	136407    	33306.9   	34982.4   	50687     
10486.892176	2.8602e+07	3.14143e+07	3.73015e+07	3.7373e+07	82110.4   	137930    	33479.1   	35172.8   	50974     
10580.525133	2.87656e+07	3.16305e+07	3.76279e+07	3.76998e+07	82485.4   	139454    	33651.2   	35363.2   	51261     
10674.158090	2.89291e+07	3.18467e+07	3.79542e+07	3.80267e+07	82860.3   	140977    	33823.4   	35553.6   	51548     
10767.791047	2.90927e+07	3.20629e+07	3.82805e+07	3.83536e+07	83235.3   	142501    	33995.5   	35744     	51835     
10861.424004	2.92563e+07	3.22791e+07	3.86068e+07	3.86804e+07	83610.2   	144024    	34167.7   	35934.4   	52122     
10955.056961	2.94199e+07	3.24953e+07	3.89331e+07	3.90073e+07	83985.2   	145548    	34339.8   	36124.7   	52409     
11048.689918	2.95768e+07	3.2706e+07	3.92579e+07	3.93326e+07	84348.7   	147093    	34508.1   	36310.2   	52688.8   
11142.322875	2.97276e+07	3.29117e+07	3.95812e+07	3.96565e+07	84701.5   	148659    	34672.9   	36491.2   	52962.1   
11235.955831	2.98783e+07	3.31174e+07	3.99046e+07	3.99805e+07	85054.4   	150224    	34837.7   	36672.2   	53235.4   
11329.588788	3.00291e+07	3.3323e+07	4.02279e+07	4.03044e+07	85407.2   	151790    	35002.4   	36853.2   	53508.7   
11423.221745	3.01799e+07	3.35287e+07	4.05513e+07	4.06283e+07	85760     	153355    	35167.2   	37034.1   	53782     
11516.854702	3.03306e+07	3.37344e+07	4.08747e+07	4.09522e+07	86112.9   	154920    	35332     	37215.1   	54055.3   
11610.487659	3.04814e+07	3.39401e+07	4.1198e+07	4.12761e+07	86465.7   	156486    	35496.7   	37396.1   	54328.7   
11704.120616	3.06322e+07	3.41457e+07	4.15214e+07	4.16e+07  	86818.6   	158051    	35661.5   	37577     	54602     
11797.753573	3.07829e+07	3.43514e+07	4.18448e+07	4.1924e+07	87171.4   	159617    	35826.3   	37758     	54875.3   
11891.386530	3.09337e+07	3.45571e+07	4.21681e+07	4.22479e+07	87524.3   	161182    	35991     	37939     	55148.6   
11985.019487	3.10845e+07	3.47628e+07	4.24915e+07	4.25718e+07	87877.1   	162748    	36155.8   	38120     	55421.9   
12078.652444	3.12257e+07	3.49604e+07	4.28126e+07	4.28934e+07	88214     	164347    	36315.4   	38294.2   	55685.4   
12172.285401	3.13651e+07	3.51566e+07	4.31333e+07	4.32147e+07	88547.9   	165952    	36474     	38467.2   	55947     
12265.918358	3.15045e+07	3.53527e+07	4.34539e+07	4.35359e+07	88881.7   	167557    	36632.7   	38640.2   	56208.7   
12359.551315	3.16439e+07	3.55488e+07	4.37746e+07	4.38571e+07	89215.6   	169163    	36791.3   	38813.2   	56470.3   
12453.184272	3.17833e+07	3.5745e+07	4.40953e+07	4.41783e+07	89549.4   	170768    	36949.9   	38986.2   	56732     
12546.817228	3.19227e+07	3.59411e+07	4.4416e+07	4.44995e+07	89883.3   	172374    	37108.6   	39159.2   	56993.6   
12640.450185	3.20621e+07	3.61372e+07	4.47366e+07	4.48207e+07	90217.1   	173979    	37267.2   	39332.2   	57255.3   
12734.083142	3.22016e+07	3.63333e+07	4.50573e+07	4.5142e+07	90551     	175584    	37425.8   	39505.2   	57516.9   
12827.716099	3.2341e+07	3.65295e+07	4.5378e+07	4.54632e+07	90884.8   	177190    	37584.4   	39678.2   	57778.6   
12921.349056	3.24804e+07	3.67256e+07	4.56987e+07	4.57844e+07	91218.7   	178795    	37743.1   	39851.2   	58040.2   
13014.982013	3.26182e+07	3.69203e+07	4.60189e+07	4.61052e+07	91549.9   	180406    	37900.9   	40023.1   	58300.2   
13108.614970	3.27475e+07	3.71077e+07	4.63371e+07	4.64239e+07	91867.2   	182049    	38054.4   	40189.3   	58551.9   
13202.247927	3.28768e+07	3.72952e+07	4.66553e+07	4.67427e+07	92184.5   	183692    	38207.8   	40355.5   	58803.6   
13295.880884	3.30061e+07	3.74826e+07	4.69735e+07	4.70614e+07	92501.9   	185335    	38361.3   	40521.7   	59055.2   
13389.513841	3.31354e+07	3.767e+07 	4.72917e+07	4.73801e+07	92819.2   	186978    	38514.8   	40687.8   	59306.9   
13483.146798	3.32647e+07	3.78574e+07	4.761e+07 	4.76989e+07	93136.6   	188621    	38668.3   	40854     	59558.5   
13576.779755	3.3394e+07	3.80449e+07	4.79282e+07	4.80176e+07	93453.9   	190264    	38821.8   	41020.2   	59810.2   
13670.412712	3.35233e+07	3.82323e+07	4.82464e+07	4.83363e+07	93771.3   	191907    	38975.3   	41186.4   	60061.8   
13764.045669	3.36526e+07	3.84197e+07	4.85646e+07	4.86551e+07	94088.6   	193550    	39128.8   	41352.6   	60313.5   
13857.678625	3.37819e+07	3.86071e+07	4.88828e+07	4.89738e+07	94405.9   	195193    	39282.2   	41518.8   	60565.1   
13951.311582	3.39112e+07	3.87946e+07	4.9201e+07	4.92925e+07	94723.3   	196836    	39435.7   	41684.9   	60816.8   
14044.944539	3.40361e+07	3.89782e+07	4.95181e+07	4.96102e+07	95033.7   	198496    	39587.1   	41848.3   	61064.3   
14138.577496	3.41564e+07	3.91576e+07	4.9834e+07	4.99266e+07	95336.5   	200175    	39736.2   	42008.6   	61307.3   
14232.210453	3.42766e+07	3.93371e+07	5.01499e+07	5.0243e+07	95639.3   	201853    	39885.3   	42168.9   	61550.3   
14325.843410	3.43969e+07	3.95166e+07	5.04658e+07	5.05595e+07	95942.2   	203531    	40034.5   	42329.2   	61793.3   
14419.476367	3.45172e+07	3.9696e+07	5.07817e+07	5.08759e+07	96245     	205210    	40183.6   	42489.5   	62036.4   
14513.109324	3.46374e+07	3.98755e+07	5.10977e+07	5.11924e+07	96547.8   	206888    	40332.7   	42649.8   	62279.4   
14606.742281	3.47577e+07	4.0055e+07	5.14136e+07	5.15088e+07	96850.7   	208567    	40481.8   	42810.1   	62522.4   
14700.375238	3.48779e+07	4.02344e+07	5.17295e+07	5.18252e+07	97153.5   	210245    	40630.9   	42970.5   	62765.4   
14794.008195	3.49982e+07	4.04139e+07	5.20454e+07	5.21417e+07	97456.4   	211924    	40780.1   	43130.8   	63008.4   
14887.641152	3.51184e+07	4.05934e+07	5.23614e+07	5.24581e+07	97759.2   	213602    	40929.2   	43291.1   	63251.4   
14981.274109	3.52387e+07	4.07728e+07	5.26773e+07	5.27745e+07	98062     	215280    	41078.3   	43451.4   	63494.5   
15074.907066	3.53525e+07	4.09464e+07	5.29915e+07	5.30893e+07	98354.6   	216986    	41224.4   	43607.6   	63731.4   
15168.540022	3.54646e+07	4.11186e+07	5.33053e+07	5.34036e+07	98644.6   	218699    	41369.8   	43762.8   	63966.9   
15262.172979	3.55768e+07	4.12908e+07	5.36191e+07	5.37179e+07	98934.5   	220411    	41515.2   	43918     	64202.4   
15355.805936	3.56889e+07	4.14629e+07	5.39329e+07	5.40322e+07	99224.5   	222123    	41660.5   	44073.2   	64437.9   
15449.438893	3.58011e+07	4.16351e+07	5.42467e+07	5.43465e+07	99514.5   	223836    	41805.9   	44228.4   	64673.4   
15543.071850	3.59132e+07	4.18072e+07	5.45605e+07	5.46608e+07	99804.5   	225548    	41951.3   	44383.6   	64908.9   
15636.704807	3.60253e+07	4.19794e+07	5.48743e+07	5.49751e+07	100094    	227261    	42096.6   	44538.8   	65144.3   
15730.337764	3.61375e+07	4.21516e+07	5.51881e+07	5.52894e+07	100384    	228973    	42242     	44694     	65379.8   
15823.970721	3.62496e+07	4.23237e+07	5.55019e+07	5.56037e+07	100674    	230686    	42387.4   	44849.2   	65615.3   
15917.603678	3.63618e+07	4.24959e+07	5.58158e+07	5.5918e+07	100964    	232398    	42532.8   	45004.4   	65850.8   
16011.236635	3.6473e+07	4.26672e+07	5.61293e+07	5.62321e+07	101253    	234115    	42677.7   	45159     	66085.5   
16104.869592	3.65779e+07	4.28327e+07	5.64412e+07	5.65444e+07	101531    	235861    	42819.9   	45309.8   	66314.4   
16198.502549	3.66827e+07	4.29981e+07	5.6753e+07	5.68568e+07	101810    	237607    	42962     	45460.5   	66543.3   
16292.135506	3.67876e+07	4.31635e+07	5.70648e+07	5.71691e+07	102088    	239352    	43104.1   	45611.2   	66772.1   
16385.768463	3.68924e+07	4.3329e+07	5.73767e+07	5.74814e+07	102367    	241098    	43246.3   	45761.9   	67001     
16479.401419	3.69972e+07	4.34944e+07	5.76885e+07	5.77937e+07	102645    	242844    	43388.4   	45912.7   	67229.9   
16573.034376	3.71021e+07	4.36598e+07	5.80003e+07	5.81061e+07	102924    	244590    	43530.5   	46063.4   	67458.8   
16666.667333	3.72069e+07	4.38253e+07	5.83122e+07	5.84184e+07	103202    	246336    	43672.7   	46214.1   	67687.7   
16760.300290	3.73117e+07	4.39907e+07	5.8624e+07	5.87307e+07	103481    	248081    	43814.8   	46364.9   	67916.5   
16853.933247	3.74166e+07	4.41562e+07	5.89358e+07	5.9043e+07	103759    	249827    	43956.9   	46515.6   	68145.4   
16947.566204	3.75214e+07	4.43216e+07	5.92477e+07	5.93553e+07	104038    	251573    	44099.1   	46666.3   	68374.3   
17041.199161	3.76233e+07	4.44843e+07	5.95587e+07	5.96669e+07	104312    	253333    	44240     	46815.3   	68600.6   
17134.832118	3.77216e+07	4.46435e+07	5.98687e+07	5.99773e+07	104580    	255112    	44379.3   	46962.1   	68823.7   
17228.465075	3.78198e+07	4.48027e+07	6.01787e+07	6.02878e+07	104848    	256890    	44518.6   	47108.9   	69046.7   
17322.098032	3.7918e+07	4.4962e+07	6.04886e+07	6.05983e+07	105116    	258669    	44657.9   	47255.7   	69269.8   
17415.730989	3.80162e+07	4.51212e+07	6.07986e+07	6.09087e+07	105384    	260447    	44797.2   	47402.5   	69492.8   
17509.363946	3.81145e+07	4.52804e+07	6.11086e+07	6.12192e+07	105652    	262226    	44936.5   	47549.3   	69715.9   
17602.996903	3.82127e+07	4.54396e+07	6.14186e+07	6.15297e+07	105920    	264004    	45075.8   	47696     	69938.9   
17696.629860	3.83109e+07	4.55989e+07	6.17286e+07	6.18401e+07	106188    	265783    	45215.1   	47842.8   	70162     
17790.262816	3.84091e+07	4.57581e+07	6.20386e+07	6.21506e+07	106456    	267561    	45354.4   	47989.6   	70385     
17883.895773	3.85074e+07	4.59173e+07	6.23486e+07	6.24611e+07	106725    	269340    	45493.7   	48136.4   	70608.1   
17977.528730	3.86056e+07	4.60765e+07	6.26586e+07	6.27715e+07	106993    	271118    	45633     	48283.2   	70831.1   
18071.161687	3.86992e+07	4.62314e+07	6.29673e+07	6.30807e+07	107254    	272921    	45770.4   	48427.3   	71050.3   
18164.794644	3.87915e+07	4.63848e+07	6.32755e+07	6.33894e+07	107512    	274732    	45907.2   	48570.6   	71268.1   
18258.427601	3.88837e+07	4.65383e+07	6.35838e+07	6.36981e+07	107771    	276543    	46044     	48713.9   	71486     
18352.060558	3.89759e+07	4.66918e+07	6.3892e+07	6.40069e+07	108030    	278353    	46180.8   	48857.2   	71703.9   
18445.693515	3.90681e+07	4.68453e+07	6.42003e+07	6.43156e+07	108289    	280164    	46317.6   	49000.5   	71921.8   
18539.326472	3.91604e+07	4.69987e+07	6.45085e+07	6.46243e+07	108547    	281975    	46454.4   	49143.8   	72139.6   
18632.959429	3.92526e+07	4.71522e+07	6.48168e+07	6.49331e+07	108806    	283786    	46591.2   	49287.1   	72357.5   
18726.592386	3.93448e+07	4.73057e+07	6.51251e+07	6.52418e+07	109065    	285596    	46728     	49430.4   	72575.4   
18820.225343	3.94371e+07	4.74591e+07	6.54333e+07	6.55505e+07	109323    	287407    	46864.8   	49573.7   	72793.3   
18913.858300	3.95293e+07	4.76126e+07	6.57416e+07	6.58593e+07	109582    	289218    	47001.6   	49717     	73011.1   
19007.491257	3.96211e+07	4.77657e+07	6.60497e+07	6.61679e+07	109840    	291031    	47138.3   	49860     	73228.7   
19101.124213	3.97078e+07	4.79138e+07	6.63563e+07	6.64749e+07	110090    	292873    	47272.8   	50000.2   	73441.9   
19194.757170	3.97946e+07	4.80619e+07	6.6663e+07	6.6782e+07	110341    	294716    	47407.4   	50140.4   	73655.2   
19288.390127	3.98814e+07	4.821e+07 	6.69696e+07	6.70891e+07	110591    	296558    	47542     	50280.5   	73868.4   
19382.023084	3.99681e+07	4.83582e+07	6.72762e+07	6.73962e+07	110841    	298400    	47676.6   	50420.7   	74081.7   
19475.656041	4.00549e+07	4.85063e+07	6.75829e+07	6.77033e+07	111091    	300243    	47811.2   	50560.9   	74295     
19569.288998	4.01417e+07	4.86544e+07	6.78895e+07	6.80104e+07	111341    	302085    	47945.8   	50701.1   	74508.2   
19662.921955	4.02284e+07	4.88025e+07	6.81961e+07	6.83175e+07	111591    	303927    	48080.4   	50841.3   	74721.5   
