*Tele EF EB theta(degree) phi(degree)
   4  9 18       48.5365     175.289
   4  9 19       48.5573     174.826
   4  9 20       48.5800     174.362
   4  9 21       48.6046     173.899
   4  9 22       48.6310     173.436
   4  9 23       48.6593     172.974
   4  9 24       48.6894     172.513
   4  9 25       48.7214     172.052
   4  9 26       48.7551     171.592
   4  9 27       48.7907     171.132
   4  9 28       48.8280     170.674
   4  9 29       48.8672     170.216
   4  9 30       48.9081     169.759
   4  9 31       48.9508     169.303
   4 10  0       48.8257     183.609
   4 10  1       48.8134     183.152
   4 10  2       48.8029     182.694
   4 10  3       48.7942     182.236
   4 10  4       48.7873     181.777
   4 10  5       48.7822     181.317
   4 10  6       48.7790     180.857
   4 10  7       48.7776     180.396
   4 10  8       48.7780     179.935
   4 10  9       48.7803     179.474
   4 10 10       48.7844     179.012
   4 10 11       48.7904     178.550
   4 10 12       48.7982     178.088
   4 10 13       48.8078     177.626
   4 10 14       48.8194     177.164
   4 10 15       48.8327     176.702
   4 10 16       48.8479     176.239
   4 10 17       48.8650     175.778
   4 10 18       48.8839     175.316
   4 10 19       48.9047     174.854
   4 10 20       48.9273     174.393
   4 10 21       48.9517     173.933
   4 10 22       48.9780     173.472
   4 10 23       49.0060     173.012
   4 10 24       49.0359     172.553
   4 10 25       49.0676     172.095
   4 10 26       49.1011     171.637
   4 10 27       49.1364     171.180
   4 10 28       49.1735     170.723
   4 10 29       49.2123     170.268
   4 10 30       49.2529     169.813
   4 10 31       49.2952     169.359
   4 11  0       49.1715     183.593
   4 11  1       49.1595     183.139
   4 11  2       49.1493     182.683
   4 11  3       49.1408     182.227
   4 11  4       49.1341     181.770
   4 11  5       49.1293     181.313
   4 11  6       49.1262     180.855
   4 11  7       49.1249     180.396
   4 11  8       49.1255     179.938
   4 11  9       49.1279     179.479
   4 11 10       49.1321     179.019
   4 11 11       49.1381     178.560
   4 11 12       49.1460     178.100
   4 11 13       49.1557     177.640
   4 11 14       49.1672     177.181
   4 11 15       49.1805     176.721
   4 11 16       49.1957     176.261
   4 11 17       49.2127     175.801
   4 11 18       49.2315     175.342
   4 11 19       49.2522     174.883
   4 11 20       49.2747     174.424
   4 11 21       49.2989     173.966
   4 11 22       49.3250     173.508
   4 11 23       49.3529     173.050
   4 11 24       49.3826     172.593
   4 11 25       49.4140     172.137
   4 11 26       49.4473     171.681
   4 11 27       49.4823     171.226
   4 11 28       49.5191     170.772
   4 11 29       49.5576     170.319
   4 11 30       49.5978     169.866
   4 11 31       49.6398     169.415
   4 12  0       49.5175     183.578
   4 12  1       49.5057     183.125
   4 12  2       49.4957     182.672
   4 12  3       49.4875     182.218
   4 12  4       49.4811     181.764
   4 12  5       49.4764     181.308
   4 12  6       49.4735     180.853
   4 12  7       49.4724     180.397
   4 12  8       49.4731     179.940
   4 12  9       49.4756     179.484
   4 12 10       49.4799     179.027
   4 12 11       49.4860     178.570
   4 12 12       49.4939     178.112
   4 12 13       49.5036     177.655
   4 12 14       49.5151     177.197
   4 12 15       49.5285     176.740
   4 12 16       49.5436     176.282
   4 12 17       49.5605     175.825
   4 12 18       49.5793     175.368
   4 12 19       49.5998     174.911
   4 12 20       49.6222     174.455
   4 12 21       49.6463     173.999
   4 12 22       49.6722     173.543
   4 12 23       49.6999     173.088
   4 12 24       49.7294     172.633
   4 12 25       49.7606     172.179
   4 12 26       49.7936     171.725
   4 12 27       49.8283     171.273
   4 12 28       49.8648     170.821
   4 12 29       49.9030     170.370
   4 12 30       49.9429     169.919
   4 12 31       49.9845     169.470
   4 13  0       49.8635     183.562
   4 13  1       49.8520     183.112
   4 13  2       49.8423     182.661
   4 13  3       49.8343     182.209
   4 13  4       49.8281     181.757
   4 13  5       49.8236     181.304
   4 13  6       49.8209     180.851
   4 13  7       49.8200     180.397
   4 13  8       49.8208     179.943
   4 13  9       49.8234     179.489
   4 13 10       49.8278     179.034
   4 13 11       49.8340     178.579
   4 13 12       49.8419     178.124
   4 13 13       49.8517     177.669
   4 13 14       49.8632     177.214
   4 13 15       49.8765     176.759
   4 13 16       49.8916     176.303
   4 13 17       49.9085     175.848
   4 13 18       49.9271     175.394
   4 13 19       49.9476     174.939
   4 13 20       49.9698     174.485
   4 13 21       49.9938     174.031
   4 13 22       50.0195     173.578
   4 13 23       50.0470     173.125
   4 13 24       50.0763     172.672
   4 13 25       50.1073     172.220
   4 13 26       50.1400     171.769
   4 13 27       50.1744     171.319
   4 13 28       50.2106     170.869
   4 13 29       50.2485     170.420
   4 13 30       50.2881     169.972
   4 13 31       50.3293     169.525
   4 14  0       50.2096     183.547
   4 14  1       50.1984     183.099
   4 14  2       50.1890     182.650
   4 14  3       50.1812     182.201
   4 14  4       50.1752     181.751
   4 14  5       50.1709     181.300
   4 14  6       50.1684     180.849
   4 14  7       50.1676     180.398
   4 14  8       50.1686     179.946
   4 14  9       50.1713     179.494
   4 14 10       50.1758     179.041
   4 14 11       50.1820     178.589
   4 14 12       50.1900     178.136
   4 14 13       50.1998     177.683
   4 14 14       50.2113     177.230
   4 14 15       50.2246     176.777
   4 14 16       50.2396     176.324
   4 14 17       50.2565     175.872
   4 14 18       50.2750     175.419
   4 14 19       50.2954     174.967
   4 14 20       50.3175     174.515
   4 14 21       50.3413     174.063
   4 14 22       50.3669     173.612
   4 14 23       50.3942     173.161
   4 14 24       50.4232     172.711
   4 14 25       50.4540     172.261
   4 14 26       50.4865     171.812
   4 14 27       50.5207     171.364
   4 14 28       50.5565     170.917
   4 14 29       50.5941     170.470
   4 14 30       50.6334     170.024
   4 14 31       50.6743     169.579
   4 15  0       50.5557     183.532
   4 15  1       50.5448     183.086
   4 15  2       50.5356     182.639
   4 15  3       50.5281     182.192
   4 15  4       50.5223     181.744
   4 15  5       50.5183     181.296
   4 15  6       50.5159     180.847
   4 15  7       50.5153     180.398
   4 15  8       50.5164     179.948
   4 15  9       50.5192     179.499
   4 15 10       50.5238     179.048
   4 15 11       50.5301     178.598
   4 15 12       50.5381     178.148
   4 15 13       50.5479     177.697
   4 15 14       50.5594     177.246
   4 15 15       50.5727     176.796
   4 15 16       50.5877     176.345
   4 15 17       50.6045     175.895
   4 15 18       50.6230     175.444
   4 15 19       50.6432     174.994
   4 15 20       50.6652     174.545
   4 15 21       50.6889     174.095
   4 15 22       50.7143     173.646
   4 15 23       50.7414     173.198
   4 15 24       50.7702     172.750
   4 15 25       50.8008     172.302
   4 15 26       50.8330     171.855
   4 15 27       50.8669     171.409
   4 15 28       50.9025     170.964
   4 15 29       50.9398     170.519
   4 15 30       50.9787     170.075
   4 15 31       51.0192     169.632
   4 16  0       50.9019     183.517
   4 16  1       50.8913     183.073
   4 16  2       50.8823     182.629
   4 16  3       50.8751     182.184
   4 16  4       50.8695     181.738
   4 16  5       50.8656     181.292
   4 16  6       50.8634     180.845
   4 16  7       50.8629     180.398
   4 16  8       50.8642     179.951
   4 16  9       50.8671     179.503
   4 16 10       50.8718     179.056
   4 16 11       50.8781     178.607
   4 16 12       50.8862     178.159
   4 16 13       50.8961     177.711
   4 16 14       50.9076     177.262
   4 16 15       50.9209     176.814
   4 16 16       50.9358     176.366
   4 16 17       50.9525     175.917
   4 16 18       50.9710     175.469
   4 16 19       50.9911     175.021
   4 16 20       51.0129     174.574
   4 16 21       51.0365     174.127
   4 16 22       51.0617     173.680
   4 16 23       51.0887     173.234
   4 16 24       51.1173     172.788
   4 16 25       51.1476     172.342
   4 16 26       51.1796     171.898
   4 16 27       51.2132     171.454
   4 16 28       51.2485     171.010
   4 16 29       51.2855     170.568
   4 16 30       51.3241     170.126
   4 16 31       51.3643     169.685
   4 17  0       51.2480     183.502
   4 17  1       51.2377     183.060
   4 17  2       51.2290     182.618
   4 17  3       51.2220     182.175
   4 17  4       51.2166     181.732
   4 17  5       51.2129     181.288
   4 17  6       51.2109     180.844
   4 17  7       51.2106     180.399
   4 17  8       51.2120     179.954
   4 17  9       51.2150     179.508
   4 17 10       51.2198     179.063
   4 17 11       51.2262     178.617
   4 17 12       51.2344     178.171
   4 17 13       51.2442     177.724
   4 17 14       51.2558     177.278
   4 17 15       51.2690     176.832
   4 17 16       51.2839     176.386
   4 17 17       51.3006     175.940
   4 17 18       51.3189     175.494
   4 17 19       51.3389     175.048
   4 17 20       51.3607     174.603
   4 17 21       51.3841     174.158
   4 17 22       51.4092     173.713
   4 17 23       51.4359     173.269
   4 17 24       51.4643     172.825
   4 17 25       51.4944     172.382
   4 17 26       51.5261     171.940
   4 17 27       51.5595     171.498
   4 17 28       51.5945     171.057
   4 17 29       51.6312     170.616
   4 17 30       51.6694     170.177
   4 17 31       51.7093     169.738
   4 18  0       51.5942     183.487
   4 18  1       51.5841     183.048
   4 18  2       51.5757     182.608
   4 18  3       51.5689     182.167
   4 18  4       51.5637     181.726
   4 18  5       51.5602     181.284
   4 18  6       51.5584     180.842
   4 18  7       51.5582     180.399
   4 18  8       51.5597     179.956
   4 18  9       51.5629     179.513
   4 18 10       51.5677     179.069
   4 18 11       51.5743     178.626
   4 18 12       51.5824     178.182
   4 18 13       51.5923     177.738
   4 18 14       51.6039     177.294
   4 18 15       51.6171     176.850
   4 18 16       51.6320     176.406
   4 18 17       51.6486     175.962
   4 18 18       51.6668     175.518
   4 18 19       51.6868     175.075
   4 18 20       51.7084     174.632
   4 18 21       51.7316     174.189
   4 18 22       51.7566     173.746
   4 18 23       51.7831     173.304
   4 18 24       51.8113     172.863
   4 18 25       51.8412     172.422
   4 18 26       51.8727     171.981
   4 18 27       51.9058     171.542
   4 18 28       51.9405     171.103
   4 18 29       51.9769     170.664
   4 18 30       52.0148     170.227
   4 18 31       52.0543     169.790
   4 19  0       51.9402     183.472
   4 19  1       51.9304     183.035
   4 19  2       51.9222     182.597
   4 19  3       51.9157     182.159
   4 19  4       51.9108     181.720
   4 19  5       51.9075     181.280
   4 19  6       51.9058     180.840
   4 19  7       51.9058     180.400
   4 19  8       51.9074     179.959
   4 19  9       51.9107     179.518
   4 19 10       51.9156     179.076
   4 19 11       51.9222     178.635
   4 19 12       51.9305     178.193
   4 19 13       51.9404     177.751
   4 19 14       51.9519     177.309
   4 19 15       51.9651     176.868
   4 19 16       51.9800     176.426
   4 19 17       51.9965     175.984
   4 19 18       52.0147     175.543
   4 19 19       52.0346     175.101
   4 19 20       52.0560     174.660
   4 19 21       52.0791     174.220
   4 19 22       52.1039     173.779
   4 19 23       52.1303     173.339
   4 19 24       52.1583     172.900
   4 19 25       52.1879     172.461
   4 19 26       52.2192     172.023
   4 19 27       52.2520     171.585
   4 19 28       52.2865     171.148
   4 19 29       52.3225     170.712
   4 19 30       52.3601     170.276
   4 19 31       52.3993     169.841
   4 20  0       52.2862     183.458
   4 20  1       52.2767     183.023
   4 20  2       52.2687     182.587
   4 20  3       52.2624     182.151
   4 20  4       52.2577     181.714
   4 20  5       52.2546     181.276
   4 20  6       52.2531     180.838
   4 20  7       52.2533     180.400
   4 20  8       52.2550     179.961
   4 20  9       52.2584     179.522
